Team,VenueName,City,State,Round,DistanceMiles,AdvantageScore
Arkansas,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,273.5,0.6339
Louisiana-Monroe,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,276.5,0.6307
McNeese,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,278.6,0.6286
Little Rock,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,289.5,0.6173
Arkansas-Pine Bluff,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,293.3,0.6133
Central Arkansas,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,295.3,0.6113
Texas Tech,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,299.4,0.6071
Alcorn State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,337.1,0.5702
Wichita State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,341.6,0.5659
Missouri State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,364.4,0.5448
Louisiana State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,369.7,0.54
Louisiana,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,369.7,0.54
Mississippi Valley State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,377.4,0.5331
Jackson State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,386.0,0.5255
Southeastern Louisiana,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,404.6,0.5095
Arkansas State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,408.8,0.506
Nicholls State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,410.8,0.5043
Mississippi,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,432.3,0.4865
Lafayette,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,432.6,0.4863
Kansas,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,434.5,0.4847
Tulane,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,440.9,0.4796
New Orleans,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,441.0,0.4795
Kansas State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,443.6,0.4774
Southern Mississippi,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,449.0,0.4731
Kansas City,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,454.1,0.4691
Texas-Rio Grande Valley,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,455.4,0.4682
Mississippi State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,465.9,0.46
Missouri,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,493.1,0.4397
Tennessee-Martin,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,514.1,0.4245
Southeast Missouri State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,516.9,0.4225
South Alabama,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,526.6,0.4157
North Alabama,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,526.6,0.4157
Alabama,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,537.8,0.4081
Southern Illinois,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,546.0,0.4025
Saint Louis,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,546.8,0.402
Murray State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,549.4,0.4002
Lindenwood,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,549.8,0.4
Nebraska,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,555.6,0.3962
North Texas,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,570.2,0.3866
UTEP,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,570.5,0.3864
New Mexico State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,579.5,0.3806
UAB,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,580.6,0.38
Samford,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,581.2,0.3796
New Mexico,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,584.0,0.3778
Omaha,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,586.7,0.3761
Creighton,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,587.5,0.3756
Austin Peay,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,596.0,0.3703
Alabama A&M,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,603.7,0.3656
Alabama State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,612.8,0.3601
Tennessee State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,614.2,0.3593
Lipscomb,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,614.3,0.3592
Vanderbilt,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,615.0,0.3588
Belmont,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,615.2,0.3586
Air Force,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,621.2,0.3551
Southern Indiana,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,625.9,0.3523
Western Illinois,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,630.0,0.35
Middle Tennessee,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,632.2,0.3486
Drake,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,633.0,0.3482
Evansville,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,633.0,0.3482
Troy,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,637.3,0.3457
Jacksonville State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,641.5,0.3433
Western Kentucky,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,653.9,0.3363
Denver,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,657.3,0.3344
Auburn,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,657.7,0.3341
Iowa State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,661.3,0.3321
Eastern Illinois,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,666.9,0.3291
Bradley,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,675.6,0.3243
Iowa,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,675.8,0.3242
Chattanooga,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,677.8,0.3231
West Georgia,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,678.8,0.3226
Northern Colorado,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,683.7,0.32
Tennessee Tech,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,684.3,0.3197
Colorado,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,684.7,0.3194
Illinois State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,686.5,0.3185
South Dakota,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,691.0,0.3161
Illinois,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,693.0,0.315
Indiana State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,698.0,0.3124
Colorado State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,705.9,0.3084
Kennesaw State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,710.0,0.3063
Northern Iowa,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,712.5,0.305
Georgia Tech,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,719.7,0.3014
Georgia State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,720.4,0.301
Indiana,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,724.8,0.2988
Louisville,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,725.1,0.2986
Bellarmine,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,727.8,0.2973
Florida State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,753.4,0.2849
Florida A&M,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,754.3,0.2844
Purdue,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,760.1,0.2817
Wyoming,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,760.7,0.2815
IU Indy,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,763.0,0.2804
Mercer,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,763.7,0.28
Tennessee,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,765.6,0.2791
Butler,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,765.8,0.2791
Northern Illinois,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,769.7,0.2772
Georgia,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,778.9,0.273
Kentucky,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,780.8,0.2722
Eastern Kentucky,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,783.1,0.2711
Chicago State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,796.8,0.265
Western Carolina,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,797.7,0.2646
South Dakota State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,798.3,0.2643
Illinois-Chicago,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,800.9,0.2632
Valparaiso,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,804.2,0.2618
DePaul,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,806.0,0.261
Cincinnati,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,811.7,0.2585
Northwestern,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,812.0,0.2584
Clemson,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,812.7,0.2581
Northern Kentucky,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,813.3,0.2578
Ball State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,813.4,0.2578
Wisconsin,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,816.0,0.2567
Xavier,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,816.9,0.2563
Arizona,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,824.2,0.2532
Miami (OH),American Airlines Center,Dallas,TX,Sweet 16/Elite 8,834.7,0.2488
Furman,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,836.9,0.2479
Morehead State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,838.7,0.2471
Notre Dame,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,845.7,0.2443
Dayton,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,850.5,0.2423
East Tennessee State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,855.9,0.2401
Marquette,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,856.5,0.2399
Wright State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,857.7,0.2394
Milwaukee,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,860.2,0.2384
South Carolina Upstate,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,863.8,0.237
Purdue Fort Wayne,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,864.0,0.2369
Minnesota,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,864.7,0.2366
Northern Arizona,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,865.5,0.2363
Georgia Southern,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,874.2,0.2329
Arizona State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,875.6,0.2324
Florida,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,880.6,0.2305
Gardner-Webb,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,882.6,0.2297
Grand Canyon,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,886.6,0.2282
Appalachian State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,892.0,0.2261
Marshall,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,895.4,0.2248
Western Michigan,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,896.6,0.2244
Jacksonville,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,909.8,0.2195
Ohio State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,912.7,0.2185
South Carolina,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,913.4,0.2182
South Florida,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,916.1,0.2172
North Florida,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,916.1,0.2172
Winthrop,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,916.3,0.2171
South Carolina State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,923.9,0.2144
Charlotte,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,935.5,0.2103
Ohio,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,935.8,0.2102
Bowling Green,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,936.2,0.2101
Green Bay,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,941.2,0.2083
Toledo,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,948.0,0.206
Stetson,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,954.2,0.2038
Michigan State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,958.6,0.2024
Bethune-Cookman,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,965.6,0.2
Radford,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,967.0,0.1996
Wake Forest,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,968.5,0.199
Brigham Young,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,970.1,0.1985
Charleston Southern,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,970.3,0.1985
Michigan,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,970.7,0.1983
UCF,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,970.7,0.1983
Eastern Michigan,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,972.3,0.1978
Utah Valley,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,974.0,0.1972
North Dakota State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,974.7,0.197
Virginia Tech,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,974.9,0.1969
Southern Utah,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,976.3,0.1965
High Point,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,982.4,0.1945
Central Michigan,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,989.5,0.1922
Utah Tech,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,993.0,0.1911
UNC Greensboro,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,993.5,0.1909
Utah,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,995.3,0.1904
Detroit Mercy,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,998.8,0.1892
Florida Gulf Coast,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1001.9,0.1883
Oakland,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1006.7,0.1868
Elon,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1010.9,0.1855
Weber State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1014.5,0.1844
Akron,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1018.2,0.1832
Cleveland State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1025.7,0.181
Kent State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1028.3,0.1802
Utah State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1028.7,0.18
Coastal Carolina,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1028.9,0.18
North Carolina,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1034.0,0.1785
North Carolina A&T,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1036.1,0.1778
VMI,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1037.1,0.1776
Duke,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1040.9,0.1764
North Carolina Central,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1043.2,0.1757
Liberty,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1045.2,0.1752
North Dakota,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1045.9,0.175
Campbell,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1048.1,0.1743
West Virginia,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1049.6,0.1739
NC State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1054.1,0.1726
Youngstown State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1058.8,0.1713
Robert Morris,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1061.3,0.1705
Nevada-Las Vegas,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1067.7,0.1687
Duquesne,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1069.3,0.1683
Pittsburgh,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1071.0,0.1678
James Madison,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1078.4,0.1657
Longwood,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1085.0,0.1639
Virginia,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1090.5,0.1624
Idaho State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1097.4,0.1606
Florida International,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1101.5,0.1595
Florida Atlantic,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1101.9,0.1594
Miami (FL),American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1108.1,0.1577
Mercyhurst,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1118.8,0.155
East Carolina,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1119.6,0.1547
Virginia Commonwealth,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1139.2,0.1498
George Mason,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1166.8,0.143
Montana State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1168.7,0.1426
San Diego State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1175.2,0.141
William & Mary,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1175.4,0.141
American,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1180.1,0.1399
Georgetown,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1180.4,0.1398
George Washington,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1181.6,0.1395
Penn State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1181.8,0.1395
UC San Diego,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1183.4,0.1391
Howard,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1183.4,0.1391
San Diego,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1183.7,0.1391
Long Island University,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1183.8,0.139
UC Riverside,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1185.3,0.1387
St. Bonaventure,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1188.9,0.1379
California Baptist,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1190.3,0.1375
Hampton,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1193.7,0.1368
Old Dominion,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1194.0,0.1367
Norfolk State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1196.2,0.1362
Niagara,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1199.4,0.1355
Canisius,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1200.0,0.1353
Buffalo,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1202.4,0.1348
Memphis,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1203.8,0.1345
Maryland-Baltimore County,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1205.5,0.1341
Coppin State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1209.2,0.1333
Loyola (MD),American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1212.1,0.1326
Towson,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1212.7,0.1325
Queens (NC),American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1213.7,0.1323
Morgan State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1213.7,0.1323
UC Irvine,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1215.0,0.132
Cal State Fullerton,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1216.8,0.1316
Long Beach State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1230.3,0.1287
Bucknell,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1233.1,0.1281
Southern California,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1239.3,0.1267
Southern,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1239.3,0.1267
Maryland-Eastern Shore,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1242.8,0.126
Loyola Marymount,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1247.1,0.1251
UCLA,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1248.4,0.1248
Mount St. Mary's,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1250.4,0.1244
Cal State Northridge,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1252.6,0.124
Delaware,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1262.5,0.1219
Delaware State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1264.8,0.1215
Boise State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1285.7,0.1173
Villanova,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1290.2,0.1164
Cornell,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1292.5,0.116
Saint Joseph's,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1294.6,0.1156
Pennsylvania,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1296.1,0.1153
Drexel,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1296.5,0.1152
Temple,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1298.6,0.1148
La Salle,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1299.8,0.1146
Lehigh,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1299.9,0.1146
Binghamton,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1306.3,0.1134
Rider,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1325.4,0.1098
Syracuse,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1325.5,0.1098
Montana,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1325.7,0.1097
Fresno State,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1326.7,0.1096
UC Santa Barbara,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1327.5,0.1094
Princeton,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1330.7,0.1088
Rutgers,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1344.9,0.1063
Colgate,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1346.4,0.106
Seton Hall,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1359.3,0.1038
Nevada,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1360.8,0.1035
Monmouth,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1362.7,0.1032
NJIT,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1362.7,0.1032
Saint Peter's,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1367.7,0.1023
Cal Poly,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1373.3,0.1014
Columbia,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1374.8,0.1011
Manhattan,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1375.0,0.1011
Davidson,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1378.7,0.1005
Fordham,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1379.7,0.1003
St. John's (NY),American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1381.8,0.1
Iona,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1386.0,0.0993
Hofstra,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1391.3,0.0984
Marist,American Airlines Center,Dallas,TX,Sweet 16/Elite 8,1395.3,0.0977
